ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;MUNICIPIO_COMPLEXO;UF_COMPLEXO;NOME_EXIBIDOR
250;3;3;3;SIM;SIM;NÃO;CINESYSTEM FREI CANECA;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
249;3;3;3;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
223;3;3;3;SIM;NÃO;SIM;714 CINEMARK INTERLAGOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
219;3;3;3;SIM;NÃO;SIM;728 CINEMARK BOTAFOGO;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
213;3;3;3;NÃO;SIM;SIM;CINE GRACHER HAVAN;BRUSQUE;SC;CINE GRACHER LTDA
209;3;3;3;SIM;NÃO;SIM;697 CINEMARK SAVASSI.;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
207;3;3;3;SIM;NÃO;SIM;768 CINEMARK BH SHOPPING;BELO HORIZONTE;MG;CINEMARK BRASIL S.A
198;3;3;3;SIM;NÃO;SIM;714 CINEMARK INTERLAGOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
193;3;3;3;SIM;SIM;NÃO;CINE SHOW RIO DAS OSTRAS;RIO DAS OSTRAS;RJ;TATU FILMES LTDA
190;3;3;3;NÃO;NÃO;NÃO;NUCLEO CINEMAS - JARDIM IGUATEMI;SÃO PAULO;SP;NUCLEO CINEMAS LTDA
188;3;3;3;NÃO;NÃO;NÃO;NUCLEO CINEMAS - JARDIM IGUATEMI;SÃO PAULO;SP;NUCLEO CINEMAS LTDA
166;3;3;3;SIM;NÃO;SIM;CINEART DEL REY;BELO HORIZONTE;MG;DELTA FILMES LTDA
156;3;3;3;SIM;SIM;NÃO;CINEFLIX - POÇOS DE CALDAS;POÇOS DE CALDAS;MG;MOVIESYSTEM CINEMATOGRAFICA LTDA
148;3;3;3;SIM;SIM;NÃO;CINEFLIX - MOGI GUAÇU;MOGI GUAÇU;SP;MOVIESYSTEM CINEMATOGRAFICA LTDA
126;3;3;3;NÃO;NÃO;SIM;CINEART PARQUE BARBACENA SHOPPING;BARBACENA;MG;DELTA FILMES LTDA
125;3;3;3;SIM;SIM;NÃO;CINEFLIX - CURITIBA;CURITIBA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
123;3;3;3;SIM;SIM;NÃO;CINEFLIX CUIABÁ;CUIABÁ;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
110;3;3;3;SIM;NÃO;SIM;KINOPLEX PARQUE DA CIDADE;SÃO PAULO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
303;2;3;3;SIM;NÃO;SIM;KINOPLEX GRANDE RIO;SÃO JOÃO DE MERITI;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
292;2;3;3;SIM;NÃO;SIM;724 CINEMARK EXTRA ANCHIETA;SÃO BERNARDO DO CAMPO;SP;CINEMARK BRASIL S.A
274;2;3;3;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
267;2;3;3;SIM;NÃO;SIM;719 CINEMARK DOWNTOWN;RIO DE JANEIRO;RJ;CINEMARK BRASIL S.A
266;2;3;3;SIM;NÃO;SIM;696 CINEMARK CENTERVALE;SÃO JOSÉ DOS CAMPOS;SP;CINEMARK BRASIL S.A
264;2;3;3;SIM;NÃO;SIM;724 CINEMARK EXTRA ANCHIETA;SÃO BERNARDO DO CAMPO;SP;CINEMARK BRASIL S.A
252;2;3;3;SIM;NÃO;SIM;724 CINEMARK EXTRA ANCHIETA;SÃO BERNARDO DO CAMPO;SP;CINEMARK BRASIL S.A
244;2;3;3;SIM;NÃO;SIM;699 CINEMARK CENTER NORTE;SÃO PAULO;SP;CINEMARK BRASIL S.A
235;2;3;3;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
230;2;3;3;SIM;NÃO;SIM;KINOPLEX GRANDE RIO;SÃO JOÃO DE MERITI;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
229;2;3;3;SIM;NÃO;SIM;724 CINEMARK EXTRA ANCHIETA;SÃO BERNARDO DO CAMPO;SP;CINEMARK BRASIL S.A
228;2;3;3;SIM;NÃO;SIM;704 CINEMARK BARRA SUL;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
221;2;3;3;SIM;NÃO;SIM;713 CINEMARK ABC PLAZA;SANTO ANDRÉ;SP;CINEMARK BRASIL S.A
202;2;3;3;SIM;NÃO;SIM;696 CINEMARK CENTERVALE;SÃO JOSÉ DOS CAMPOS;SP;CINEMARK BRASIL S.A
191;2;3;3;SIM;SIM;NÃO;CINEMAS PREMIER LEM;LUÍS EDUARDO MAGALHÃES;BA;CINEMAS HENKES E HENKES LTDA
184;2;3;3;SIM;NÃO;SIM;720 CINEMARK PIER 21;BRASÍLIA;DF;CINEMARK BRASIL S.A
135;2;3;3;SIM;SIM;NÃO;CINEMAS PREMIER LEM;LUÍS EDUARDO MAGALHÃES;BA;CINEMAS HENKES E HENKES LTDA
123;2;3;3;NÃO;NÃO;NÃO;PREMIER BARREIRAS;BARREIRAS;BA;HENKES E RIBEIRO BARREIRAS LTDA
80;2;3;3;SIM;NÃO;SIM;KINOPLEX PARQUE DA CIDADE;SÃO PAULO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
123;0;3;3;SIM;SIM;NÃO;CINEFLIX CUIABÁ;CUIABÁ;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
249;6;2;3;SIM;NÃO;SIM;KINOPLEX OSASCO;OSASCO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
244;6;2;3;SIM;NÃO;SIM;UCI BRASIL - ESTAÇÃO PLAZA SHOW;CURITIBA;PR;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
289;5;2;3;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING CASA FORTE;RECIFE;PE;UCI RIBEIRO LTDA
248;5;2;3;SIM;NÃO;SIM;MULTIPLEX PATIO RORAIMA;BOA VISTA;RR;MSA EMPRESA CINEMATOGRÁFICA LTDA
247;5;2;3;NÃO;NÃO;SIM;UCI BRASIL-SHOPPING BOSQUE DOS IPÊS;CAMPO GRANDE;MS;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
246;5;2;3;SIM;NÃO;SIM;UCI BRASIL - ESTAÇÃO PLAZA SHOW;CURITIBA;PR;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
242;5;2;3;SIM;NÃO;SIM;UCI BRASIL - NEW YORK;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
239;5;2;3;SIM;NÃO;SIM;UCI BRASIL - NEW YORK;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
238;5;2;3;SIM;NÃO;SIM;UCI BRASIL - ESTAÇÃO PLAZA SHOW;CURITIBA;PR;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
225;5;2;3;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
218;5;2;3;SIM;NÃO;SIM;2102 CINEMARK WEST PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
203;5;2;3;SIM;NÃO;SIM;2102 CINEMARK WEST PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
196;4;2;3;SIM;NÃO;SIM;GRUPOCINE RIO CLARO;RIO CLARO;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
186;4;2;3;NÃO;NÃO;SIM;MULTIPLEX PARK LAGOS;CABO FRIO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
190;3;2;3;NÃO;NÃO;SIM;CINEART SERRA SUL;POUSO ALEGRE;MG;DELTA FILMES LTDA
188;2;2;3;SIM;NÃO;SIM;CINEMAR;ITANHAÉM;SP;CINE MENDES EXIBIDORA LTDA
176;2;2;3;NÃO;NÃO;NÃO;CINE RITZ PÁTIO SALINAS;SALINAS;MG;CINEMATOGRÁFICA OURO BRANCO LTDA
155;2;2;3;SIM;SIM;NÃO;CONSTRUCINE CORNÉLIO PROCÓPIO;CORNÉLIO PROCÓPIO;PR;RR2 CINEMATOGRAFIA LTDA
90;2;2;3;SIM;SIM;NÃO;CINEFLIX - RIO VERDE;RIO VERDE;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
75;2;2;3;SIM;NÃO;SIM;CINEART DEL REY;BELO HORIZONTE;MG;DELTA FILMES LTDA
296;6;1;3;SIM;NÃO;SIM;KINOPLEX MACEIÓ;MACEIÓ;AL;EMPRESA CINEMAS SÃO LUIZ S/A
281;6;1;3;SIM;NÃO;SIM;KINOPLEX VIA PARQUE;RIO DE JANEIRO;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
276;6;1;3;SIM;NÃO;SIM;KINOPLEX MACEIÓ;MACEIÓ;AL;EMPRESA CINEMAS SÃO LUIZ S/A
170;6;1;3;SIM;NÃO;SIM;CINE RITZ PERIM;CACHOEIRO DE ITAPEMIRIM;ES;CINEMATOGRAFICA CACHOEIRO LTDA
252;5;1;3;SIM;NÃO;SIM;KINOPLEX MACEIÓ;MACEIÓ;AL;EMPRESA CINEMAS SÃO LUIZ S/A
215;5;1;3;SIM;NÃO;SIM;KINOPLEX BOULEVARD;BRASÍLIA;DF;EMPRESA CINEMAS SÃO LUIZ S/A
214;5;1;3;SIM;NÃO;SIM;KINOPLEX BOULEVARD;BRASÍLIA;DF;EMPRESA CINEMAS SÃO LUIZ S/A
181;4;1;3;SIM;NÃO;SIM;MULTIPLEX PATIO RORAIMA;BOA VISTA;RR;MSA EMPRESA CINEMATOGRÁFICA LTDA
169;4;1;3;SIM;SIM;NÃO;YANOMAX;BOA VISTA;RR;B. DE A. SILVA
167;4;1;3;SIM;SIM;NÃO;YANOMAX;BOA VISTA;RR;B. DE A. SILVA
373;3;1;3;NÃO;NÃO;SIM;REDECINE - RIO BANGU;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
208;3;1;3;SIM;SIM;SIM;CINE XIN CINEMA;CÁCERES;MT;CINE XIN LTDA
202;3;1;3;SIM;NÃO;SIM;TOPÁZIO SHOPPING JARAGUÁ;INDAIATUBA;SP;LUI CINEMATOGRÁFICA LTDA.
172;3;1;3;SIM;NÃO;SIM;TOPÁZIO SHOPPING JARAGUÁ;INDAIATUBA;SP;LUI CINEMATOGRÁFICA LTDA.
170;3;1;3;NÃO;NÃO;SIM;CINE ASTON;PARANAVAÍ;PR;SBPO ENTRETENIMENTOS LTDA
149;3;1;3;SIM;NÃO;SIM;TOPÁZIO SHOPPING JARAGUÁ;INDAIATUBA;SP;LUI CINEMATOGRÁFICA LTDA.
147;3;1;3;NÃO;NÃO;SIM;REDECINE - RIO IRAJÁ;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
139;3;1;3;SIM;NÃO;SIM;REDECINE - RIO IRAJÁ;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
94;3;1;3;SIM;NÃO;SIM;TOPÁZIO SHOPPING JARAGUÁ;INDAIATUBA;SP;LUI CINEMATOGRÁFICA LTDA.
83;3;1;3;SIM;NÃO;SIM;KINOPLEX PRAIA DA COSTA;VILA VELHA;ES;EMPRESA CINEMAS SÃO LUIZ S/A
229;2;1;3;SIM;NÃO;SIM;KINOPLEX PRAIA DA COSTA;VILA VELHA;ES;EMPRESA CINEMAS SÃO LUIZ S/A
372;7;0;3;SIM;NÃO;SIM;CINEMAIS UBERABA;UBERABA;MG;CINEMAIS CINEMAS LTDA
348;7;0;3;SIM;NÃO;SIM;MULTIPLEX BAURU;BAURU;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
323;7;0;3;SIM;NÃO;SIM;MULTIPLEX BAURU;BAURU;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
329;6;0;3;SIM;SIM;SIM;CINESYSTEM BOURBON SHOPPING COUNTRY;PORTO ALEGRE;RS;ESPAÇO DE CINEMA SUL LTDA
315;6;0;3;SIM;NÃO;SIM;CINEMAIS UBERABA;UBERABA;MG;CINEMAIS CINEMAS LTDA
303;6;0;3;SIM;NÃO;SIM;SOROCABA CIDADE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
289;6;0;3;SIM;NÃO;SIM;CINEPLAY PANORAMICO;SOROCABA;SP;CIA DE CINEMA BRASIL
289;6;0;3;SIM;NÃO;NÃO;CINEPLAY PANORAMICO;SOROCABA;SP;CIA DE CINEMA BRASIL
287;6;0;3;NÃO;NÃO;SIM;CINES PLAZA SHOPPING ITU;ITU;SP;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
286;6;0;3;SIM;NÃO;SIM;CINEPLAY PANORAMICO;SOROCABA;SP;CIA DE CINEMA BRASIL
284;6;0;3;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;JUIZ DE FORA;MG;CINEMAIS CINEMAS LTDA
284;6;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;MANAUS;AM;MSA EMPRESA CINEMATOGRÁFICA LTDA
278;6;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;MANAUS;AM;MSA EMPRESA CINEMATOGRÁFICA LTDA
252;6;0;3;SIM;NÃO;SIM;GRUPOCINE MARANGUAPE;MARANGUAPE;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
250;6;0;3;SIM;SIM;NÃO;CINEFLIX LONDRINA;LONDRINA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
249;6;0;3;SIM;SIM;NÃO;CINEFLIX - VARZEA GRANDE;VÁRZEA GRANDE;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
256;5;0;3;NÃO;NÃO;SIM;MOVIECOM PENHA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
255;5;0;3;SIM;NÃO;SIM;MULTIPLEX DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
243;5;0;3;SIM;NÃO;SIM;GRUPOCINE VITÓRIA DE SANTO ANTÃO;VITÓRIA DE SANTO ANTÃO;PE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
237;5;0;3;SIM;NÃO;SIM;MULTIPLEX CAMPO LIMPO;SÃO PAULO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
235;5;0;3;SIM;NÃO;SIM;CINEMAS UNIPLEX PARANAGUÁ;PARANAGUÁ;PR;CINEMAS UNIPLEX LTDA
216;5;0;3;SIM;NÃO;SIM;RESERVA CULTURAL DE CINEMA - NITEROI;NITERÓI;RJ;RESERVA CULTURAL DE CINEMA LTDA.
245;4;0;3;SIM;NÃO;SIM;GNC CAXIAS DO SUL;CAXIAS DO SUL;RS;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
233;4;0;3;SIM;NÃO;SIM;MULTIPLEX BAURU;BAURU;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
229;4;0;3;NÃO;NÃO;SIM;CINESYSTEM ITABORAÍ;ITABORAÍ;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
228;4;0;3;SIM;NÃO;SIM;CINEMAS UNIPLEX PARANAGUÁ;PARANAGUÁ;PR;CINEMAS UNIPLEX LTDA
219;4;0;3;SIM;NÃO;SIM;MULTIPLEX BAURU;BAURU;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
213;4;0;3;NÃO;NÃO;SIM;CINESYSTEM ITABORAÍ;ITABORAÍ;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
209;4;0;3;SIM;SIM;NÃO;CM CINEMAS SBO;SANTA BÁRBARA D'OESTE;SP;RAYL EMPRESA CINEMATOGRAFICA LTDA
202;4;0;3;SIM;SIM;NÃO;CM CINEMAS SBO;SANTA BÁRBARA D'OESTE;SP;RAYL EMPRESA CINEMATOGRAFICA LTDA
198;4;0;3;SIM;NÃO;SIM;CINEMAS UNIPLEX PARANAGUÁ;PARANAGUÁ;PR;CINEMAS UNIPLEX LTDA
172;4;0;3;SIM;SIM;NÃO;CONSTRUCINE LONDRINA;LONDRINA;PR;RR2 CINEMATOGRAFIA LTDA
165;4;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;MANAUS;AM;MSA EMPRESA CINEMATOGRÁFICA LTDA
142;4;0;3;NÃO;NÃO;SIM;CINESYSTEM ITABORAÍ;ITABORAÍ;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
141;4;0;3;NÃO;NÃO;SIM;CINESYSTEM ITABORAÍ;ITABORAÍ;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
418;3;0;3;SIM;NÃO;SIM;CEU PERUS;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
212;3;0;3;NÃO;NÃO;SIM;MULTIPLEX VIA NORTE MANAUS;MANAUS;AM;MSA EMPRESA CINEMATOGRÁFICA LTDA
200;3;0;3;SIM;SIM;NÃO;SALA WALTER DA SILVEIRA;SALVADOR;BA;FUNDAÇÃO CULTURAL DO ESTADO DA BAHIA
187;3;0;3;SIM;NÃO;SIM;RESERVA CULTURAL BELA VISTA;SÃO PAULO;SP;RESERVA CULTURAL DE CINEMA LTDA.
137;3;0;3;SIM;NÃO;SIM;MULTICINE SOBRAL;SOBRAL;CE;MULTICINE CINEMAS LTDA
131;3;0;3;SIM;SIM;NÃO;CINEFLIX - CASCAVEL;CASCAVEL;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
120;3;0;3;SIM;NÃO;SIM;UCI PARK JACAREPAGUÁ;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
117;3;0;3;SIM;SIM;NÃO;CINEFLIX - CASCAVEL;CASCAVEL;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
244;2;0;3;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;MONTES CLAROS;MG;CINEMAIS CINEMAS LTDA
232;2;0;3;SIM;NÃO;SIM;CINESERCLA AVENIDA;FEIRA DE SANTANA;BA;LB CINEMAS LTDA
199;2;0;3;SIM;NÃO;SIM;CINE COLOMBO RESENDE;RESENDE;RJ;CINE A LTDA
162;2;0;3;SIM;NÃO;SIM;CINE A SAO LOURENÇO;SÃO LOURENÇO;MG;CINE A LTDA
157;2;0;3;SIM;NÃO;SIM;TOP CINEPLEX PAULÍNIA;PAULÍNIA;SP;DIAS CINEMATOGRAFICA LTDA
89;2;0;3;SIM;SIM;NÃO;CINEFLIX - RIO VERDE;RIO VERDE;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
173;4;20;2;SIM;NÃO;NÃO;PATROCINE;PATROCÍNIO;MG;PATROCINEMA LTDA
163;2;9;2;NÃO;NÃO;SIM;CINE'N FUN;BAURU;SP;LANCHES ALAMEDA QUALITY CENTER LTDA
170;6;8;2;SIM;NÃO;SIM;CINEMAXS PARANÁ FAMÍLIA;CAMPO MOURÃO;PR;H.C. DA GRAÇA & CIA LTDA ME
203;3;8;2;SIM;SIM;NÃO;CINE SHOW MACAÉ;MACAÉ;RJ;TATU FILMES LTDA
200;3;8;2;SIM;SIM;NÃO;CINE SHOW MACAÉ;MACAÉ;RJ;TATU FILMES LTDA
192;3;8;2;SIM;SIM;NÃO;CINE SHOW MACAÉ;MACAÉ;RJ;TATU FILMES LTDA
191;2;8;2;NÃO;NÃO;SIM;CM CINEMAS ARARUAMA;ARARUAMA;RJ;CRYK CINEMA ARARUAMA LTDA
190;2;8;2;NÃO;NÃO;SIM;CM CINEMAS ARARUAMA;ARARUAMA;RJ;CRYK CINEMA ARARUAMA LTDA
89;1;8;2;NÃO;SIM;NÃO;CINEX ARAGUAÍNA;ARAGUAÍNA;TO;NEO ENTRETENIMENTOS EMPRESARIAIS LTDA
228;3;7;2;SIM;NÃO;SIM;CINE SUPER K;BOA VISTA;RR;J M KIMAK E CIA LTDA
113;2;7;2;NÃO;NÃO;SIM;CINEMAX XINGUARA 2;XINGUARA;PA;CINEMAX XINGUARA LTDA
183;4;6;2;SIM;SIM;NÃO;GRUPOCINE TERRAZO EUSÉBIO;EUSÉBIO;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
192;3;6;2;SIM;SIM;NÃO;CINE SHOW MACAÉ;MACAÉ;RJ;TATU FILMES LTDA
125;2;6;2;SIM;NÃO;SIM;CINE SUPER K;BOA VISTA;RR;J M KIMAK E CIA LTDA
216;5;5;2;SIM;SIM;NÃO;CINESYSTEM FREI CANECA;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
35;5;5;2;NÃO;NÃO;NÃO;CINE LT3;SÃO PAULO;SP;LT3 STUDIOS LTDA
203;4;5;2;SIM;SIM;NÃO;CINE SHOW MACAÉ;MACAÉ;RJ;TATU FILMES LTDA
90;2;5;2;NÃO;SIM;SIM;CINE PASSEIO;CURITIBA;PR;CURITIBA ARTE - INSTITUTO CURITIBA DE ARTE E CULTURA
296;7;4;2;SIM;NÃO;SIM;UCI BRASIL - SUMAÚMA PARK SHOPPING;MANAUS;AM;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
259;4;4;2;NÃO;NÃO;SIM;MOVIECOM CASTANHEIRA;BELÉM;PA;MOVIE CINEMAS LTDA
255;4;4;2;SIM;SIM;NÃO;CINESYSTEM BOTAFOGO;RIO DE JANEIRO;RJ;REDECINE BRA CINEMATOGRÁFICA S.A.
211;4;4;2;SIM;SIM;NÃO;GRUPOCINE TERRAZO EUSÉBIO;EUSÉBIO;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
209;4;4;2;SIM;SIM;NÃO;CINESYSTEM BRASILIA;BRASÍLIA;DF;REDECINE BRA CINEMATOGRÁFICA S.A.
203;4;4;2;SIM;NÃO;SIM;GNC GARTEN;JOINVILLE;SC;PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA
201;4;4;2;SIM;NÃO;SIM;CINEART MINAS SHOPPING;BELO HORIZONTE;MG;DELTA FILMES LTDA
193;4;4;2;SIM;SIM;NÃO;CINESYSTEM BRASILIA;BRASÍLIA;DF;REDECINE BRA CINEMATOGRÁFICA S.A.
163;4;4;2;SIM;NÃO;SIM;CENTRO CULTURAL ARTE PAJUÇARA;MACEIÓ;AL;ASSOCIAÇÃO CULTURAL ARTE PAJUÇARA - ACAP
160;4;4;2;NÃO;NÃO;SIM;CM CINEMAS RIO DAS OSTRAS;RIO DAS OSTRAS;RJ;CRYK CINEMA RIO DAS OSTRAS LTDA
150;4;4;2;SIM;SIM;NÃO;CINEFLIX - GRANJA VIANNA;COTIA;SP;MOVIESYSTEM CINEMATOGRAFICA LTDA
150;4;4;2;NÃO;SIM;NÃO;CIRCUITO CINEMAS - PPR;PRESIDENTE PRUDENTE;SP;CIRCUITO ENTRETENIMENTO E CINEMAS LTDA
150;4;4;2;SIM;NÃO;SIM;CINEMEC CINE MIZIARA;TAQUARITINGA;SP;WILDE MARIA PEREIRA DOS SANTOS QUADROS - ME
133;2;4;2;SIM;NÃO;SIM;CINE SUPER K;BOA VISTA;RR;J M KIMAK E CIA LTDA
119;2;4;2;SIM;NÃO;SIM;CINE SUPER K;BOA VISTA;RR;J M KIMAK E CIA LTDA
88;2;4;2;SIM;SIM;NÃO;GRUPOCINE SUMARÉ;SUMARÉ;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
324;6;3;2;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;JUIZ DE FORA;MG;CINEMAIS CINEMAS LTDA
290;6;3;2;SIM;NÃO;SIM;691 CINEMARK NITEROI;NITERÓI;RJ;CINEMARK BRASIL S.A
284;6;3;2;SIM;NÃO;SIM;702 CINEMARK VITORIA;VITÓRIA;ES;CINEMARK BRASIL S.A
250;6;3;2;NÃO;NÃO;SIM;UCI BRASIL-SHOPPING BOSQUE DOS IPÊS;CAMPO GRANDE;MS;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
249;5;3;2;SIM;NÃO;SIM;KINOPLEX OSASCO;OSASCO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
248;5;3;2;NÃO;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER RECIFE;RECIFE;PE;UCI RIBEIRO LTDA
246;5;3;2;NÃO;NÃO;SIM;UCI ORIENT SHOPPING DA BAHIA;SALVADOR;BA;UCI-ORIENT LTDA
245;5;3;2;NÃO;NÃO;SIM;UCI ORIENT SHOPPING DA BAHIA;SALVADOR;BA;UCI-ORIENT LTDA
245;5;3;2;SIM;NÃO;SIM;UCI ORIENT - SHOPPING CENTER PARALELA;SALVADOR;BA;UCI-ORIENT LTDA
244;5;3;2;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER IGUATEMI FORTALEZA;FORTALEZA;CE;UCI RIBEIRO LTDA
241;5;3;2;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING INDEPENDÊNCIA;JUIZ DE FORA;MG;UCI RIBEIRO LTDA
239;5;3;2;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING INDEPENDÊNCIA;JUIZ DE FORA;MG;UCI RIBEIRO LTDA
238;5;3;2;SIM;NÃO;SIM;UCI BRASIL - ESTAÇÃO PLAZA SHOW;CURITIBA;PR;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
231;5;3;2;NÃO;NÃO;SIM;UCI ORIENT SHOPPING DA BAHIA;SALVADOR;BA;UCI-ORIENT LTDA
230;5;3;2;SIM;NÃO;NÃO;UCI BRASIL - SHOPPING CENTER RIBEIRÃO PRETO;RIBEIRÃO PRETO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
229;5;3;2;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER IGUATEMI FORTALEZA;FORTALEZA;CE;UCI RIBEIRO LTDA
229;5;3;2;NÃO;NÃO;SIM;UCI ORIENT SHOPPING DA BAHIA;SALVADOR;BA;UCI-ORIENT LTDA
228;5;3;2;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
227;5;3;2;SIM;NÃO;SIM;UCI BRASIL - NEW YORK;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
219;5;3;2;SIM;NÃO;SIM;691 CINEMARK NITEROI;NITERÓI;RJ;CINEMARK BRASIL S.A
217;5;3;2;SIM;NÃO;SIM;UCI BRASIL - SHOPPING JARDIM SUL;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
213;5;3;2;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER IGUATEMI FORTALEZA;FORTALEZA;CE;UCI RIBEIRO LTDA
209;5;3;2;SIM;NÃO;SIM;UCI RIBEIRO - SHOPPING CENTER IGUATEMI FORTALEZA;FORTALEZA;CE;UCI RIBEIRO LTDA
209;5;3;2;SIM;NÃO;SIM;704 CINEMARK BARRA SUL;PORTO ALEGRE;RS;CINEMARK BRASIL S.A
206;5;3;2;SIM;NÃO;SIM;UCI BRASIL - SANTANA PARQUE SHOPPING;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
